,ENSG,N/A_cancer,N/A_noncancer,adipose_cancer,adipose_noncancer,bladder_cancer,bladder_noncancer,brain_cancer,brain_noncancer,cervix_cancer,cervix_noncancer,intestine_cancer,intestine_noncancer,esophagus_cancer,esophagus_noncancer,heart_cancer,heart_noncancer,kidney_cancer,kidney_noncancer,liver_cancer,liver_noncancer,lung_cancer,lung_noncancer,ovary_cancer,ovary_noncancer,placenta_cancer,placenta_noncancer,prostate_cancer,prostate_noncancer,muscle_cancer,muscle_noncancer,spleen_cancer,spleen_noncancer,male rep._cancer,male rep._noncancer,thymus_cancer,thymus_noncancer,thyroid_cancer,thyroid_noncancer,eye_cancer,eye_noncancer,lymph_cancer,lymph_noncancer,immune cell_cancer,immune cell_noncancer,bone_cancer,bone_noncancer,pharynx_cancer,pharynx_noncancer,breast_cancer,breast_noncancer,endothelium_cancer,endothelium_noncancer,umbilical_cancer,umbilical_noncancer,skin_cancer,skin_noncancer,connective tissue_cancer,connective tissue_noncancer,epithelium_cancer,epithelium_noncancer,pancreas_cancer,pancreas_noncancer,blood vessel_cancer,blood vessel_noncancer,blood_cancer,blood_noncancer,uterus_cancer,uterus_noncancer,bile duct_cancer,bile duct_noncancer,stomach_cancer,stomach_noncancer,cartilage_cancer,cartilage_noncancer,ear_cancer,ear_noncancer,tongue_cancer,tongue_noncancer,endocrine_cancer,endocrine_noncancer,pituitary_cancer,pituitary_noncancer,appendix_cancer,appendix_noncancer,vagina_cancer,vagina_noncancer
0,ENSG00000102243.13,-0.24719717066820024,-0.023874981198882095,,-0.2794844506260209,0.34186132042693523,0.1891001821058107,-0.35178020811948885,-0.3071572717171147,-0.3040736639229302,0.5440382722941115,-0.288231537265585,0.1408011665879509,,0.7890446250727836,,-0.21371873658770307,-0.31393754150463776,-0.05266270968098413,-0.25782502665412776,-0.20287677707787427,-0.2195986378006024,0.0549738161217429,-0.29464446016827894,-0.3045607808969958,,0.2566951934394246,0.010141713538370928,-0.08182414590328779,,-0.2516808480834897,-0.2877282195567029,-0.19959312620817138,-0.14556285157953744,0.2087341022001133,-0.3095917396391086,0.4244832878920459,-0.2283648852789448,1.0143009658962703,-0.3371847495339606,-0.28747490561086375,-0.3975743469836803,-0.17166053419037597,-0.3181472122863007,-0.23197009344646863,-0.3104583576958757,-0.2285221559725084,0.8095884782927192,0.3399094325723372,0.4476545581119059,0.10663638928500274,,-0.28071708370759946,,-0.28118437412647185,-0.05124534930661703,-0.19854856637618018,-0.212937131381707,-0.2800776722320716,-0.23661926522105145,0.3140170735724919,-0.1534616936283294,-0.1930367974923699,,-0.15716508524798928,-0.3592891653719678,-0.20331094981427833,-0.021411268606935957,0.9291293141552448,-0.35390040317542876,,0.10420435199826517,0.9061308328768352,-0.2559424420048819,-0.18378740036334879,0.2878558200750473,,,1.657796126547908,-0.34365346916193984,0.4166499173176453,,-0.12868114219430998,,-0.01906937894351618,,-0.07967673075006837
1,ENSG00000102245.9,-0.3347617821547095,-0.21620505251627553,,-0.27170055404950283,-0.3118253516940407,0.18338710472940736,-0.38705565378060053,-0.1644444546180179,-0.37039391538465305,0.5406839889760235,-0.3434336486715516,0.520948367110367,,0.06954307945154495,,-0.15066743140273964,-0.34204897529777045,-0.2669724626325927,-0.3425521182782907,-0.19942993241338064,-0.3534536784877502,-0.11971940875185991,-0.26710978661298623,0.2821565177299521,,-0.3299711381395155,-0.3558437935489682,-0.27858543802364133,,-0.1683661175093307,0.015304492342171128,0.45385042505888196,-0.32407585633477,-0.050833589036563265,-0.2133050051393901,1.232687357664201,-0.35282480550547746,-0.04965944986024934,-0.3459802891476497,-0.2786163325495203,-0.2643061556489569,0.4580250542027719,0.013668820334461623,0.15695169740298898,-0.26621380107300685,-0.24816996783739032,-0.4568214591534552,0.17337436418385538,-0.3293955428068803,-0.2824506472249866,,-0.23635921279897543,,-0.2494640324068984,-0.30670371691557813,-0.23081548883273134,-0.2917341300527696,-0.2440164690375391,-0.3563488709718501,-0.2519306644308976,-0.2862670917704534,-0.1383842164656617,,-0.18911469619695603,0.6862208616136027,0.5687841296327402,-0.33595643392315544,0.1732485406350901,-0.2728539281008971,,-0.3564279792134466,-0.05385737869724205,-0.26791242978605234,-0.16405180720135826,-0.36962606350874017,,,0.11208421049102857,-0.38420433033754975,-0.07940178845763149,,-0.3045999049644569,,1.094468249119501,,-0.3417627388700374
2,ENSG00000135387.21,-0.1673718116118117,-0.15055755373265034,,-0.12932178048503262,-0.18980158413200518,-0.10749292491389217,-0.10439459451385599,-0.19065767258345115,-0.28140138164158485,-0.15777369410643927,-0.21322849024365337,-0.13002644541120817,,-0.27673364137181655,,-0.23153419960881017,-0.19099622482945067,-0.15592358707730325,-0.23611257838926109,-0.2631687546761811,-0.21801267142323155,-0.1518847880687594,-0.18561645606435,-0.08759644887008361,,-0.13014627627312958,-0.21429589697516974,-0.15271669256560777,,-0.11873597075890599,0.0330974683984494,-0.1281255685808176,-0.232456018796653,-0.060616811847024,-0.05140754058295355,-0.11732342103364166,-0.11155309721925022,-0.1334583309119702,-0.30672569333019717,-0.21630218542546897,-0.12533135977051613,-0.1076061572168383,-0.14355214753778295,-0.21151193363050003,-0.12004930660569937,-0.12054766449208315,-0.20168439776615374,-0.16847043261579023,-0.1352734717635377,-0.16044913785573156,,-0.11491886480890717,,-0.12191453797599072,-0.08334208961403627,-0.12847579050118807,-0.24806638788445234,-0.11653920757184028,-0.14015707783106054,-0.1645908279437437,-0.3568511010901817,-0.2137864056810786,,-0.2460050478754409,-0.14652651845973105,-0.3419957893934738,-0.20534985553350876,-0.16467118802741318,-0.14474241400232601,,-0.12014951333397433,-0.3885099932229714,-0.5663088099555791,-0.04306325879103984,-0.30048095818045684,,,-0.16208972309067682,-0.23502414899113058,-0.21232921624798806,,-0.1908974627209909,,-0.24833155002051166,,-0.44300520410070093
3,ENSG00000135372.10,-0.18105959920489162,-0.25003289223085745,,-0.22008015341071113,-0.2030171411895074,-0.2712894396201685,-0.1843349420210409,-0.2623597896633975,-0.13190539544595486,-0.23768622333586803,-0.16195964984217326,-0.2841079866597277,,-0.21333227124214035,,-0.27810679563193696,-0.20813495286992376,-0.22969438327549774,-0.1139043737019294,-0.2870344766709171,-0.19342611347810879,-0.2578359991516654,-0.13641241455222192,-0.2704653575100017,,-0.24495213491289936,-0.14601954628901473,-0.20752288782843745,,-0.25953358683357525,-0.09537164124205666,-0.23639807659701487,-0.2760631819907144,-0.21912841421113805,-0.21216094167829364,-0.2332031406636598,-0.17883633330068202,-0.17298943182685245,-0.13546089158035104,-0.27234789344476495,-0.20879378977939517,-0.20922887829816822,-0.24712438808592427,-0.19999363589610977,-0.09762441851075426,-0.2511826070384543,-0.07898717305347919,-0.2350313622228419,-0.11615229782465522,-0.2622482842344461,,-0.27070094402965467,,-0.33072136684771025,-0.15020173192718705,-0.25233194678638066,-0.19134481085304889,-0.23002270479898246,-0.21831007789069823,-0.2687572599654941,0.007778828132031068,-0.3578677433998797,,-0.27272513018604816,-0.22275403590153392,-0.27437728342513523,-0.08643128517092405,-0.3305364176238207,-0.041771147415280874,,-0.26134772291446773,-0.4281819653678314,0.7008051435644354,-0.28949207534741755,-0.1408646079290946,,,-0.31529686474794777,-0.10689846504236303,-0.3023507499794083,,-0.2837057018134819,,-0.2856610680151862,,-0.13745724966244938
4,ENSG00000105397.15,0.03563019940302903,0.03530250711417421,,0.03227654412703612,0.08523448566502964,0.18770000256823335,-0.008662674639245721,0.21524698551612842,-0.028272557364617368,0.1060372078066733,0.01666780244056776,0.07562744996598042,,-0.06379760752248556,,0.26600557837528105,0.07051366813401974,0.11986930720211375,0.020190245372089022,0.12759839075264806,-0.208249920468377,0.09879741571907658,0.1427664138100709,0.0999814935827067,,0.038800936617077786,0.1365600885712789,0.05580762580337306,,0.11646223591047028,0.28294407618823697,0.1288591393025542,0.007267325040109546,0.09730691169157885,0.0999154591425288,0.15971015969134494,0.014327575486036331,0.33998348706477904,0.0696497286646838,0.07531985678636988,0.11459546151289318,0.011344908800443532,0.045354254478410905,0.37761669891936467,0.023938759544848143,0.039685586552526686,-0.03251737189664283,0.14779067981786947,-0.06904829520787414,0.03539820091011109,,-0.04137754635251051,,-0.08385380213350424,-0.008224770389973712,0.054278582748555376,0.04750480043553551,0.0026110217310900685,-0.13796127162040905,0.09621081015979666,0.09374445052415492,0.07133036347321192,,0.18346793754845167,0.14883518890964387,0.5589524685928446,-0.1755129773429449,0.33727210418697845,0.0360054583393527,,0.10179249173844757,0.3531485607010821,0.06843188039538373,0.16756598906840492,0.10334303909272163,,,0.3781368422806266,0.04140202898474951,0.4065338657223583,,0.554690552503112,,0.33652919053612923,,0.25480495573988377
5,ENSG00000105401.9,-0.11220605570772224,-0.18649077011252452,,-0.2552220006232429,-0.11688631956940893,0.02044586860429154,-0.11088432673505452,-0.14703841278045857,-0.0936084585744199,-0.16278715403860233,-0.027719146851360565,-0.03270272538315927,,-0.17809817006804585,,-0.2442762199642871,-0.13678795772201566,-0.25788123134236957,-0.19344970265441513,-0.2552096049110419,-0.15293584048885533,-0.2160073811685254,-0.2460926605978595,-0.20374401749177534,,-0.25056789592842293,-0.15724720307358553,-0.20107731365526219,,-0.23891866018598987,-0.23398048727394521,-0.25034926906814514,-0.22111654689426954,-0.06732487980692825,0.019188431330433353,-0.17863482494487562,-0.19967976129556625,-0.0964753357534543,-0.0972011302380883,-0.26860717807965867,-0.12038450169959705,-0.21779029118930698,-0.09843915317055066,-0.22116937011262977,-0.14212367090905748,-0.22252229823158692,-0.1465754533099467,-0.21823187859250542,-0.10508781430288788,-0.14418048846047127,,-0.2869093738029465,,-0.21086312982292504,-0.07738287039397473,-0.23365512675219657,-0.001856086319554806,-0.2101920685978792,-0.1423750020089122,-0.23093631206862342,-0.020922565651302794,-0.18159273169650494,,-0.20614697551708122,-0.22110900330615013,-0.2516006116594041,-0.11278537877976905,0.05341594238099831,-0.13766530162512391,,-0.0646745304554824,0.12485640310570945,0.05246376222663218,-0.13681887067564835,-0.10024875623832624,,,-0.06725801556077249,-0.0673702586674815,-0.1224191419150287,,-0.2708296028037147,,0.029705381949866272,,0.10385896972183867
6,ENSG00000065989.16,0.11832940241520173,0.02861517973024791,,-0.008661587866295561,-0.23180828761515676,-0.04156357522539669,-0.07064240395607096,0.15640001110325305,0.26120235190318375,-0.18575080076468475,-0.24681785106386914,-0.018736000583649215,,0.4022337867375822,,-0.05507157853314382,0.33440411320203933,0.14243433678942907,0.09167459470501182,-0.07812075333815827,0.14418769411966798,-0.020627391356213554,0.11885507901198031,0.3285903893050422,,0.14232741855468173,-0.007573701281481743,0.0301918686744449,,0.038928551045312176,0.2614645135374725,-0.19146849573193384,0.04440672395429257,0.03141242723754212,-0.22601899718757607,0.22242162033336946,-0.0010856746196003797,-0.23183534702029412,0.32868741006984914,0.07062153629736811,-0.19538382444979657,-0.11136279739504029,-0.09186588541012633,0.027581591306746644,-0.1117458235195602,0.3177318434738933,0.4301675424718095,-0.12082910063229683,0.5281370569539157,-0.16919184508779694,,-0.04373859557761195,,0.19449811144262535,0.290375217909877,0.10544693244791042,0.42915829073647516,-0.018124611990947614,0.04686612736617077,0.2675269989709232,0.6300098999485452,0.06861256888546025,,-0.07620402294576772,0.04612556749018182,0.35723718594292164,0.3124456996652168,-0.09177947598683442,0.5468654110208377,,-0.2194345212206417,-0.25276607625035225,0.8910979562854491,0.04799262667482834,0.4125874975517482,,,-0.2188681259031831,-0.0501045765488366,0.31127019283009116,,-0.23773726063333703,,0.11527690033644294,,-0.4069881012947886
7,ENSG00000290292.10,-0.16260316952301795,-0.11023619101858717,,-0.1336254267494879,-0.248523177153115,-0.21749300517904913,-0.14777372130780644,-0.234471779662141,-0.11858158887467168,-0.2987852494167025,-0.1599625491408091,-0.2041176668600586,,-0.2251165983039624,,-0.04927033369876149,-0.09149071787564425,-0.21196978735514327,-0.1559647907027077,-0.21844144686688977,-0.2039202681259602,-0.24065726127472198,-0.16627235029638432,-0.27922764563814934,,-0.13235445690365233,-0.21050989761319344,-0.132763730847717,,-0.15728464364526293,-0.28688436540747136,-0.2032589209723199,0.8567602964688532,-0.0540475128676971,-0.1590204818544355,-0.0959415346994463,-0.30384326833805214,-0.20500246320131224,0.2152410855906325,-0.2932003611138096,-0.04087655656463002,-0.3408190985525831,-0.16727265479182313,-0.1186593741935873,-0.11902534135638765,-0.12434326456921391,-0.10302039336506169,-0.23332435631442194,-0.1892457650722396,-0.27877127294724247,,-0.2590094080258689,,-0.15970486506414527,-0.19787933077320288,-0.16018641769485964,-0.08936266479836458,-0.13005451818195563,-0.10163390581913948,-0.21770407910032974,-0.10206781886996719,-0.31268182719406423,,-0.3043643494995639,-0.039805008925596685,-0.1509983014377484,-0.1977841255400044,-0.1764655237122676,-0.10489798724322669,,-0.12407823934171716,-0.45383060971512773,-0.33311495712780526,-0.09785195196819252,-0.21979591461659753,,,-0.3735248942214744,-0.15202500672434607,-0.21921223394345665,,-0.2971866450159585,,-0.33197291343791074,,-0.05127831580477926
8,ENSG00000235194.9,-0.18958023211926667,-0.18604177056291957,,-0.19769994450367123,-0.07269596838768042,-0.14953064211291137,-0.16684473034431618,-0.1437769871328129,-0.25806920143584866,-0.21782341128068533,-0.12263399362474703,-0.2023445283016752,,-0.13808840336643471,,-0.24548057196902603,-0.19111310506503568,-0.20842935193068157,-0.14470934912790362,-0.25511177251719924,-0.07806890726711696,-0.19151124194719357,-0.27933717629162,-0.2808552788508256,,-0.20094453565115436,-0.10237204312408607,-0.23230451098427912,,-0.19918798826395673,-0.22094003349867666,-0.010315379126755758,0.3708982940362239,-0.18644450496907128,-0.03827222533799679,-0.11510467756706666,-0.23278859339095956,-0.1706774365758678,0.1205852896561071,-0.15062017970185143,-0.014489407920199093,-0.11853411191540691,-0.23049024683279307,-0.0985549789430446,-0.3188158886645031,-0.21278728965982946,-0.2682004186607454,-0.16889950879699125,-0.1853754059106048,-0.3041508258312069,,-0.20172373509623695,,-0.16255279518405755,-0.14797405358570015,-0.24416588960498486,0.029981263415498283,-0.19262575636094825,-0.30707306535116763,-0.03528149034801398,0.003254464557647496,-0.17550752919163884,,-0.1646544727760489,-0.15886535861592943,0.07135220210564791,0.03536437194104136,-0.31135791689880554,-0.25959045068669295,,-0.004019993269976763,-0.12450704811482122,-0.25855028201457125,-0.21705841508244614,-0.20187480158796434,,,-0.04080283386116346,-0.01133166672465366,0.1664184515392615,,-0.18999731181305918,,-0.2157711260924414,,0.02621168300595078
9,ENSG00000129473.11,0.14885684434515417,0.14538510359444323,,0.20829232922881752,0.07378928418739988,0.10824518919745854,0.3095865377955198,-0.15173553996216618,0.005808305687882931,0.26395912545623995,0.09700313639693375,-0.02952488600414299,,-0.17401059189420112,,0.15440442871626936,0.15236669525520335,0.3171969150728922,0.16147655773139002,0.37139353916676565,0.1408461089222564,0.13513914104057073,0.17122524994694968,0.18641903342243815,,0.2788399724870231,0.15373175341819767,0.04089840980798248,,0.3066897987420033,-0.15873172560695503,0.26724252649898633,0.41728608676138335,-0.013734259723839182,-0.04450608624832697,0.22093492379054225,0.18734751024866564,0.03547395529892264,0.5590124421187909,0.47081832034353976,-0.3172874452983382,0.26024061711208,-0.04884553834492886,-0.17958653427739799,0.12121203199070535,0.4239306913912056,-0.12718683690190635,-0.17797837934538435,0.09666254055128598,-0.11519433297721238,,0.3324655012156973,,0.4271046621721874,0.11491850986866525,0.2970579115751772,0.33909855704697467,0.3704867085893807,0.26617223913829063,-0.21424885653152448,0.5218816472771619,-0.009600023911247896,,0.142503277950382,-0.21298902617912377,-0.12834539622748303,0.20793734013938975,0.4416921491084068,0.1480535497325604,,0.35962966327524526,-0.01799943329582193,0.5544599735435676,0.3145024926679617,0.18768733455989592,,,-0.21769029159368147,0.275561598945646,-0.1901115271102782,,0.09162085450192001,,-0.008509759078690893,,0.17529120605874693
