,ENSG,N/A_cancer,N/A_noncancer,adipose_cancer,adipose_noncancer,bladder_cancer,bladder_noncancer,brain_cancer,brain_noncancer,cervix_cancer,cervix_noncancer,intestine_cancer,intestine_noncancer,esophagus_cancer,esophagus_noncancer,heart_cancer,heart_noncancer,kidney_cancer,kidney_noncancer,liver_cancer,liver_noncancer,lung_cancer,lung_noncancer,ovary_cancer,ovary_noncancer,placenta_cancer,placenta_noncancer,prostate_cancer,prostate_noncancer,muscle_cancer,muscle_noncancer,spleen_cancer,spleen_noncancer,male rep._cancer,male rep._noncancer,thymus_cancer,thymus_noncancer,thyroid_cancer,thyroid_noncancer,eye_cancer,eye_noncancer,lymph_cancer,lymph_noncancer,immune cell_cancer,immune cell_noncancer,bone_cancer,bone_noncancer,pharynx_cancer,pharynx_noncancer,breast_cancer,breast_noncancer,endothelium_cancer,endothelium_noncancer,umbilical_cancer,umbilical_noncancer,skin_cancer,skin_noncancer,connective tissue_cancer,connective tissue_noncancer,epithelium_cancer,epithelium_noncancer,pancreas_cancer,pancreas_noncancer,blood vessel_cancer,blood vessel_noncancer,blood_cancer,blood_noncancer,uterus_cancer,uterus_noncancer,bile duct_cancer,bile duct_noncancer,stomach_cancer,stomach_noncancer,cartilage_cancer,cartilage_noncancer,ear_cancer,ear_noncancer,tongue_cancer,tongue_noncancer,endocrine_cancer,endocrine_noncancer,pituitary_cancer,pituitary_noncancer,appendix_cancer,appendix_noncancer,vagina_cancer,vagina_noncancer
0,ENSG00000102243.13,-0.12888109324476565,0.127326832026748,,-0.15059641381809097,0.9432171318827718,0.3285201053150505,-0.13913354629449418,0.12606144965741098,0.12141806602296595,0.0034692675272163243,-0.08899127926918093,1.0947673826810291,,0.34453786806696013,,0.15210552656741183,-0.022948312310278912,0.09066043028045845,-0.12526636265146318,-0.06610339344315724,0.005803720097725618,-0.014384053945779601,-0.09075054271738864,-0.1017707063100115,,1.2046379498061777,-0.17993819434803882,0.015596188371704595,,-0.12879777924125546,0.8974694898918496,1.351045980445526,-0.1923153148955782,0.0634333556689568,0.04844012179013091,0.8296413427131779,-0.009829368868158495,0.710413143609606,-0.16597162762817963,-0.1848746901555322,0.7268417967264956,0.3141193090332354,0.6738354721752611,0.9618147266692214,0.3233475520110124,-0.03607318197928977,0.1272682249462096,0.051616848360286655,-0.1788636169082899,0.07348184354520232,,-0.09447274573871223,,-0.19280405614685042,0.09699014077887799,-0.1755602987767207,-0.3399069410379772,-0.24543239931297345,-0.015428110994412547,-0.1996531586322084,-0.2529451071744255,0.17771577389013343,,-0.1836036458828098,0.6279401932454628,1.2603199342141347,0.09322099452319982,0.737012876701376,0.056809481155181696,,-0.13960597586549878,1.0827108214617844,-0.11487899987836592,-0.033143316541123624,0.7116518118286245,,,1.259890152101818,-0.13123070314895127,0.5392762904314217,,0.3791097327522547,,1.1816315060006595,,-0.36496802191098815
1,ENSG00000102245.9,-0.26593898235238306,-0.1437611877967741,,-0.2267586916528378,-0.222899320375906,0.12643294607254044,-0.26841549302130097,-0.14153771950735533,-0.2970108562733543,0.5613481513823214,-0.3190386939059396,0.4431641463613438,,0.11141051179652639,,-0.2672614937372257,-0.24807448197415485,-0.23621211276136111,-0.2942684633003797,-0.1932896856721022,-0.2895703371831947,-0.13077698196087276,-0.221782198232921,0.3482760383424669,,-0.2710914409319353,-0.2859981747708892,-0.21740617462363251,,-0.19064286264888478,-0.0683061545849255,0.9872538730544349,-0.2410422009319449,-0.2526664438986723,-0.21087398365919896,1.5141330687040497,-0.2805264424684334,-0.1275242485302087,-0.24962444103117337,-0.2245445123086376,-0.23502175284435545,1.0728598891430736,-0.1816884453688794,0.023683690773878857,-0.2526304428465712,-0.21328086284873626,-0.3147047407991188,0.01450582726345609,-0.289548008015876,-0.24501755624272903,,-0.2569528867868801,,-0.23883344485151609,-0.27305358107047817,-0.23216039789956167,-0.45061319597160265,-0.2510031892023707,-0.2363292195521558,-0.2584096175031316,-0.274199707204144,-0.2900041394682715,,-0.14905073238982383,-0.17026163136766148,1.342848911141009,-0.24755982113766237,0.20461457458098695,-0.17846506147627317,,-0.2650159619617726,-0.2190308821860552,-0.2726807316016142,-0.19283810868703954,-0.34692697719583204,,,0.058192853421519586,-0.29951909897408224,-0.38022506764749175,,-0.18299544608319787,,1.4019695326034949,,-0.3264354354327247
2,ENSG00000135387.21,-0.16640920216945837,-0.1931705498917513,,-0.16514022140597112,-0.15805242028399025,-0.17510985431647152,-0.041130287167988944,-0.07794416276961211,-0.26264775098784027,-0.15502840247710686,-0.21495661949470163,-0.12102993763459308,,-0.3556967450407442,,-0.22477085891743553,-0.14497410542918154,-0.15882973071149808,-0.21758146210928592,-0.3358383565939377,-0.19514790333568566,-0.1620843907820434,-0.20353395665241505,-0.03756990048857378,,-0.1372272782855936,-0.26864088504559813,-0.1276468738098664,,-0.1294395339596634,-0.06241780898916344,-0.2109326136447361,-0.16518972014981476,-0.10597618222500033,0.02653717078343898,-0.17663893946178405,-0.12726249372304535,-0.07002989761604897,-0.18617274307527337,-0.19449931157994838,-0.17788612706781087,-0.3093434145443572,-0.1757669942352981,-0.2932784563158486,-0.15663461730095585,-0.14963970361825896,-0.12723056988057113,-0.1692047917421261,-0.10217822210037858,-0.1997793536373853,,-0.09803546877070923,,-0.225788683753404,-0.05006763838060732,-0.1451550448779998,-0.2036959021616313,-0.1341668904622368,-0.12753637215201263,-0.13680210812590926,-0.43113613919113203,-0.19106705082600559,,-0.34205416460759747,-0.1836350039743445,-0.42011282522389476,-0.32662883818016725,-0.14757658406031943,-0.12972159652230236,,-0.08029546661770973,-0.31614521745827406,-0.5099060209029773,-0.15262916034557195,-0.26554194955272115,,,-0.18020262884787186,-0.14423750492881396,-0.16222524671614422,,-0.13525293162700303,,-0.37339657497650147,,-0.42558128174960663
3,ENSG00000135372.10,-0.19200385040222268,-0.1669790074776758,,-0.22386840106120337,-0.16955040806895913,-0.12327290839254351,-0.0815229059078518,-0.18532238682824786,-0.1921444937825207,-0.09889280797299327,-0.1880083901268088,-0.1870255646789608,,-0.058867250830369366,,-0.20121698697885831,0.007962794832592296,-0.07364724591243427,-0.2632051780644844,-0.10380423577349585,-0.27368477992233065,-0.13486073771138618,-0.23921008811149477,0.007369745895948743,,-0.20611301592385156,-0.23213672418107267,-0.08734892114146314,,-0.15281216719038526,0.12047374591548854,0.09471443935443077,-0.06857034596329045,-0.2394270618504339,0.0949693888538033,-0.08588017698263423,-0.20526531671770482,-0.2309237580947396,-0.20244091871786885,-0.03207841109416343,-0.020965072783681538,0.09296861747754848,-0.024754666624749372,-0.15414227132726377,-0.2774890443779331,-0.1346423832525553,-0.06184023556573742,-0.23024972787784154,-0.0931563253032833,-0.07243554772117744,,-0.11022017371055881,,-0.23587163117358095,-0.21452790545360306,-0.0909139835976957,0.0663754639401889,-0.19007776513694535,-0.16843724843565144,-0.1867912536559586,-0.3912166613278363,-0.09970292606739964,,-0.1551467590217729,-0.009041381044241181,-0.086750922873078,-0.26754839524983975,-0.053849413887734066,-0.313740836353555,,-0.10019685341808854,-0.10794445075227166,-0.04519057279757832,-0.12153044376466604,-0.1775253760628401,,,-0.39385369663588954,-0.25848282895892927,-0.06127616391753371,,-0.19628019850939668,,-0.13659601576642055,,-0.24191338096574105
4,ENSG00000105397.15,-0.04282273773197165,0.17779412207977818,,0.1670121344844427,0.025551793120877464,0.15561389726942035,-0.002031369441957087,0.021191199424929363,-0.22886304988625333,0.134817956398674,0.17132671009067235,0.08233161159725,,0.037339812387904736,,0.34892787991371244,0.07230548042900495,0.2199046342122607,-0.04510020608573062,0.1769972187389529,-0.31715086621211674,0.2127395019560185,0.3150976495179272,0.13436795013981578,,0.15118546699292928,0.1224931885667126,0.10082418576126104,,0.20368832959100394,0.6072871914387356,0.28192913086529636,-0.282210293914113,0.07530375868555944,0.08532964076217675,0.23868437048206026,-0.01013466785627079,0.4497530716157824,0.020478439690100603,0.15779868963567678,0.18696597701985218,0.13812585277529144,0.053792968141320924,0.4036559392213761,0.004983435511903278,0.1976608577576332,-0.010115311462070342,0.28032740715471427,-0.030614182604777107,0.02178024376868637,,0.09927279816335333,,0.0733104783375868,-0.04951808439531316,0.170098952188598,0.06814126833316658,0.10466504546290717,-0.16391900259426007,0.17692860531296584,-0.19125245992359452,0.07875165460918368,,0.3254685901671439,0.3513531360303465,0.34911089452142896,-0.15232398002051634,0.3079659786808524,0.3005094743862045,,-0.004329419907200649,0.23053374296904805,0.00980001046266632,0.3146398069912125,0.0763495099502158,,,0.38461273905003857,0.10087753453972503,0.47745428361127906,,0.28354907246078587,,0.38442467581293516,,0.07094482738114516
5,ENSG00000105401.9,-0.31384997899700334,-0.4169721657087767,,-0.3915724819280761,-0.3243057403427173,-0.4598496542957007,-0.2660728636604217,-0.34844720794648937,-0.3144202867945941,-0.36699929186964836,-0.28348363181687297,-0.3834711863431345,,-0.4528888632757302,,-0.3851088743190828,-0.21571800180832376,-0.3740139129202892,-0.3227527484721027,-0.5091931610206921,-0.3152629763644843,-0.3958378638058311,-0.41556852081031004,-0.36396596161932976,,-0.3828631947735466,-0.27495075457099555,-0.3472939916629016,,-0.34495511704551507,-0.24284891061115005,-0.40001951330529634,-0.3331114114657432,-0.4093987010179889,-0.10598532648798781,-0.28905149358525073,-0.32676956696268505,-0.29705149913050233,-0.3532780456879524,-0.37817558051519196,-0.11391690443404645,-0.5335407598025715,-0.2456579797237898,-0.3469093694251465,-0.27790647071426233,-0.390657301908763,-0.29375227486112365,-0.38302928381322543,-0.29565149340984354,-0.4562937462701271,,-0.40501660524349864,,-0.4466195928043839,-0.29563158177392135,-0.39355003473460126,-0.12887412409905508,-0.41398371493309194,-0.3083747710009611,-0.4021937176118104,-0.3835742271583551,-0.4542239505384609,,-0.4073035566205235,-0.1873625045095879,-0.4656209361878285,-0.34739424863740476,-0.3657370902742024,-0.3147410346592543,,-0.24959669951269453,-0.47087324425251764,-0.5982440727404915,-0.321695869180674,-0.3083597585175231,,,-0.3417421417284848,-0.218819888045059,-0.4414693093198147,,-0.18312572538037744,,-0.3385265312656117,,-0.4138830659411066
6,ENSG00000065989.16,-0.13451892493575124,-0.14657963196436696,,-0.34954967171971324,-0.30539032862025534,-0.20797012055544448,-0.2442508722467845,0.25302210313322027,0.06557326892108961,-0.29130114282442127,-0.34642879699425655,-0.2637310052862864,,0.05480372518542623,,-0.33398922511303836,0.23298356773113454,-0.2001912692793038,-0.13162790050566037,-0.33956925683036704,0.03661346747322092,-0.310282505412261,-0.3054325266562903,0.032187112095952264,,-0.115579690688422,-0.32641581797271413,-0.16380239542431702,,-0.28409757679413583,-0.1786760749314255,-0.3953026442086256,0.23266302100889796,-0.07372810523767465,-0.19151501035686902,0.10316079074586035,-0.36532752620202846,-0.17348043612443834,0.25816614573893015,-0.14307769861102182,-0.22274952104735546,-0.3710442591547077,-0.08404044042802605,-0.0074412630895707155,-0.21320026756029764,-0.06802499570951898,0.15031307805612537,-0.19654044640063656,0.22987093728791813,-0.150640972107578,,-0.2552771167077563,,-0.19957477176527116,0.04809032918245196,-0.2769914664925573,0.5508815046559441,-0.278902630786712,-0.11867246724093383,-0.05411054062160886,0.33050019544359677,-0.264131411069809,,-0.340308799861041,0.1560660728436969,0.2524735113832161,0.13996612563852898,-0.3115189966480594,0.20625615854713464,,-0.2699670976793463,-0.39434434527783246,0.2779785047025968,-0.3637827435568031,0.2823765652375806,,,-0.356010594510051,-0.0582224465526929,0.5134109951263706,,-0.26106777288298444,,-0.2130508243183968,,-0.38581120750775866
7,ENSG00000290292.10,-0.24788326531303762,-0.32602418539329764,,-0.2558567860972694,-0.28376828422053735,-0.25924967500561247,-0.2142092591502664,-0.17650610639199327,-0.2617030330999109,-0.34793649398303406,-0.19935334205280714,-0.3439670076591918,,-0.04279959147976295,,-0.23531501340999467,-0.23832529682443843,-0.12160794203636555,-0.28028353418231633,-0.3607398201137342,-0.2744980970580997,-0.2883616860799967,-0.29877972393792984,-0.2751722949855757,,-0.36398507433909005,-0.30347477348274576,-0.23595595860379895,,-0.272663604035427,-0.16949643612836163,-0.26025275885840005,0.5554574042825895,-0.25496750506729154,-0.2268500373616552,-0.10229882065263579,-0.3799792420537711,-0.219626795156393,0.23553190755657316,-0.3161652887043761,-0.12018944179482016,-0.12831622936056875,-0.28421322833348206,-0.20598502844636737,-0.19524604014923647,-0.3010037217278327,-0.002779554387673744,-0.23097302002010675,-0.13319168903872092,-0.3198935239430485,,-0.3739381833184523,,-0.3415276951397712,-0.28821896560976645,-0.22023829883758406,-0.09289477490617676,-0.23958960054490153,-0.15907255367794684,-0.14930625850508267,-0.3562662179492088,-0.39990869120387784,,-0.21712135900234103,-0.04439962316154439,-0.23480936629392113,-0.21187745612271353,-0.2220367419575109,-0.195163878650704,,-0.31012548832128584,-0.48044310296643156,-0.3045695261877087,-0.20050150812180217,-0.3868289138209531,,,-0.4873792704359237,-0.29766377230859487,-0.062435842863114155,,-0.3574108902009494,,-0.39505760093385034,,-0.24695575888982335
8,ENSG00000235194.9,-0.1937855644207973,-0.25215697147251825,,-0.17227696548006874,-0.1600781607014501,-0.20571742035989693,-0.1732025540542945,0.18032691219535862,-0.2511901560930456,-0.23068845708747523,-0.18859483155028922,-0.21903403545249608,,-0.030224495163169662,,-0.28373528204605325,-0.22493768452128027,-0.11943028204256284,-0.3298897952968528,-0.16969544511317067,-0.21854407402995618,-0.22692988970888728,-0.1556618093146341,-0.2830172483750856,,-0.25401148312719357,-0.1509337379002977,-0.26085943383962945,,-0.152692498735979,-0.3812811990488837,-0.053176348392593525,0.19363343655817072,-0.15235718895953398,-0.20324353858721195,0.041093199714601014,-0.24820589662165288,-0.10061876454214483,0.20331513752457112,-0.12261485593491811,0.12566213074402371,-0.05536314558510996,-0.24508695209294326,-0.14973554987621432,-0.2769084474384106,-0.17264673517651943,-0.36609614175755983,-0.3138568341204403,-0.28672326788647134,-0.20827163551100858,,-0.16709819540013818,,0.02685160408411169,-0.11355782857481925,-0.1444980529952794,-0.09489503686305062,-0.1414104155548445,-0.23212518220175585,-0.07441487863805968,-0.013604784373955625,-0.28251682198176664,,-0.18947116199122366,-0.18239117612016859,0.018279832517150818,-0.05409484356896166,-0.3841462506682336,-0.3506644056901033,,-0.15202232840446211,-0.2916988189967787,-0.1525059939406529,-0.2760834576974597,-0.2856336933611227,,,-0.2035396041716906,-0.28772291116667514,0.18469728639608918,,0.23561727303758712,,-0.1004343286217092,,-0.011277437777094779
9,ENSG00000129473.11,-0.22454395655134818,-0.19431283744062378,,-0.054720222803864293,-0.013618326612127446,-0.06242844719670945,-0.17209352916545628,-0.29431308021150837,-0.3391468067668939,0.013560267020456596,-0.1280202873295081,-0.32138327258188376,,-0.33955782023611636,,0.03365220032464866,-0.24769419078926286,-0.20540122372554753,0.13259886049842462,-0.009721466826005554,-0.2393985802461386,-0.07756806509430589,-0.19847007204240444,-0.05755668399337788,,-0.12166686134809757,-0.2416260102880221,-0.17922325895333607,,-0.019633963673659577,-0.25641264612444786,0.004778559922074405,0.1596269604064634,-0.14246901541908708,-0.24258530956620733,-0.21821489904429953,-0.22350539481459225,-0.18735337519105974,0.10428620077197542,0.0529730811926683,0.12443030376074976,0.024474164713959523,-0.3010789784739446,-0.28684975008365193,-0.2922915229471133,0.061843273900708595,-0.1318268383036842,-0.11103909942317144,-0.3207386484359821,-0.2039643696608453,,-0.10303139739043177,,0.038665034618690475,-0.24331659583865484,-0.07952115137870813,-0.10141165522660234,-0.05918808894016264,-0.23039400098911952,-0.15885134837286513,-0.16542010786664457,-0.149922677890748,,-0.038973746257084496,-0.35952249397548375,-0.33658241427862,-0.2892813747501682,0.20330123881621878,-0.17291403768408786,,-0.09451066821634355,-0.3277061920099104,-0.1549117060979992,0.03486337196850381,-0.32855923926205854,,,-0.3854867357345932,-0.14664368986625606,-0.1476316828359092,,-0.19290234460756256,,-0.2522685949872267,,-0.02168249055285021
