,ENSG,Cancer,Not Cancer
0,ENSG00000102243.13,-0.00641662271144694,0.08908000235079816
1,ENSG00000102245.9,-0.2604601552039012,-0.18835798448159302
2,ENSG00000135387.21,-0.16602682844599698,-0.15262916034557195
3,ENSG00000135372.10,-0.14673831385113967,-0.15745044869541425
4,ENSG00000105397.15,-0.011911106499066348,0.1814019602074911
5,ENSG00000105401.9,-0.2899017061061484,-0.377198153577286
6,ENSG00000065989.16,-0.12597936144775712,-0.17734419121336759
7,ENSG00000290292.10,-0.24788326531303762,-0.2455231751328511
8,ENSG00000235194.9,-0.1999173322010546,-0.12987056815113515
9,ENSG00000129473.11,-0.23469660541220633,-0.13587198857147922
10,ENSG00000258643.6,-0.06127810809795292,0.0837603531633021
11,ENSG00000100836.11,-0.2904210440359979,-0.25627508597073934
12,ENSG00000092096.19,-0.0677877355734185,0.40911345930132575
13,ENSG00000100842.13,0.31718903730016146,-0.14401441291536776
14,ENSG00000166090.8,-0.3662659972580072,-0.2644366307504875
15,ENSG00000166091.21,-0.21347408489017683,0.0003208365747900954
16,ENSG00000197616.13,-0.2933558025042233,-0.17616200361550383
17,ENSG00000003096.15,0.1669023433603889,-0.14304479855168883
18,ENSG00000188729.7,-0.23504059464891458,-0.08184318856711165
19,ENSG00000085185.16,0.3590310115962927,0.5143881576661693
20,ENSG00000102034.18,-0.2326669386037818,-0.22718320332524605
21,ENSG00000197406.8,-0.16615301230680074,-0.12709486548047372
22,ENSG00000175556.17,0.2933380891416234,0.16489137171519413
23,ENSG00000145016.17,0.02603213104696611,-0.012665042355074041
24,ENSG00000122068.13,0.1448800071875368,0.08060680080669863
25,ENSG00000186001.14,-0.27186574008980335,-0.23436716172792554
26,ENSG00000124486.15,-0.2597467916714199,-0.3113697401299016
27,ENSG00000182583.13,-0.0068174301823966665,-0.13169774641822696
28,ENSG00000163964.18,-0.14648563796877684,-0.17902519558960395
29,ENSG00000174007.9,-0.2522889878740604,-0.3061118362562628
30,ENSG00000180370.10,0.15824085600571075,0.03990680393932794
31,ENSG00000173572.12,-0.3674145589686279,-0.2735416034146485
32,ENSG00000179709.8,-0.3553878027396551,-0.2665039855556669
33,ENSG00000171487.16,-0.30911680308449513,-0.241723494036316
34,ENSG00000129353.15,0.014419273832319446,0.08783706244107892
35,ENSG00000129351.18,-0.07019201433581834,-0.12233775876107933
36,ENSG00000213339.9,-0.2793847284268145,-0.2693142421983069
37,ENSG00000174373.17,-0.23631645816939456,-0.2504279928750919
38,ENSG00000151789.13,0.14917720342298613,0.20973884535422155
39,ENSG00000126773.13,0.335447682766479,0.2566352478767556
40,ENSG00000100612.14,-0.14125951248236351,-0.1906878982254081
41,ENSG00000125676.20,-0.2529048234241495,-0.3296001579296032
42,ENSG00000053254.16,-0.13946520598254175,-0.19327459937846542
43,ENSG00000145012.15,-0.09669896183055526,-0.04541406209449955
44,ENSG00000187068.3,0.2676331974647349,-0.0354066133978736
45,ENSG00000139865.17,-0.15577007832204637,-0.20143918180580112
46,ENSG00000198046.13,0.2648972362643984,-0.22412312782473348
47,ENSG00000196263.8,0.34865223513201715,-0.06649272222165992
48,ENSG00000196867.8,0.09699502923875647,-0.11871473809319116
49,ENSG00000197016.12,-0.053121459372032054,-0.20682628032245176
50,ENSG00000145014.18,0.03199245152736385,0.010507042660503452
51,ENSG00000041802.11,-0.26029687427166204,-0.2489423723933002
52,ENSG00000185112.6,0.04784919092132928,-0.09466992534703916
53,ENSG00000269547.1,-0.26638384811363025,-0.2207872414061668
54,ENSG00000269190.6,0.02700363834710373,-0.17043468616396534
55,ENSG00000161243.10,-0.002426245073163691,-0.11119736872871394
56,ENSG00000114062.22,-0.1900963657305283,-0.20147523664937017
57,ENSG00000166206.16,0.701185969121082,0.4480277430787799
58,ENSG00000022556.16,-0.20172302525105945,-0.19099212052636666
59,ENSG00000088053.11,-0.2227225537699039,-0.19173410549890152
60,ENSG00000160439.16,-0.13375794203367847,-0.051285364741802786
61,ENSG00000131037.15,0.02741609503980058,-0.10860868336168622
62,ENSG00000283093.1,-0.26111559267754925,-0.0816084804915842
63,ENSG00000223591.5,0.5401409815190503,0.7214201756802778
64,ENSG00000189369.9,-0.11494971622048167,-0.2455945748247068
65,ENSG00000165694.11,-0.34316823634332166,-0.25161067620879496
66,ENSG00000153879.9,-0.10183489238261884,0.018813715663640096
67,ENSG00000124299.16,-0.1522537224703699,-0.056231653983651764
68,ENSG00000072609.18,-0.2577200270736636,-0.3016119138662695
69,ENSG00000196458.11,-0.2709154917836557,-0.23500321043240896
70,ENSG00000198393.8,-0.28734751049994334,-0.2626321733933781
71,ENSG00000021645.20,0.11282754277730506,-0.02523056045313382
72,ENSG00000171723.16,-0.12581387516120546,-0.21100140504623977
73,ENSG00000022267.19,0.05656539075852951,-0.1015466896612231
74,ENSG00000062370.17,-0.1553113779297995,-0.15023417202097394
75,ENSG00000267173.1,0.005866794974426992,-0.07587585429590288
76,ENSG00000267508.6,0.011331735969783985,-0.0813241613509546
77,ENSG00000278318.5,0.14703810006185697,-0.12458769240280876
78,ENSG00000114331.16,-0.2279316409696227,-0.29991685043979466
79,ENSG00000147050.18,-0.08381228261736184,-0.1250965389217109
80,ENSG00000066427.25,0.5217554284343906,0.48098153030633883
81,ENSG00000183648.11,-0.24327430909003978,-0.28480492927314754
82,ENSG00000165934.13,-0.3049211255059432,-0.30909958305750107
83,ENSG00000198033.13,1.5138279733650677,1.4644449729315323
84,ENSG00000119715.15,0.2268371885807513,0.4636221096146882
85,ENSG00000165953.10,-0.35588988441994196,-0.28163252100010394
86,ENSG00000100665.12,-0.38286277396031076,-0.30903661283674627
87,ENSG00000188488.14,-0.10937615822988833,-0.039787697006558764
88,ENSG00000273259.3,-0.382596055933775,-0.2982954029606093
89,ENSG00000196136.18,-0.23438418835654984,1.2053561366841967
90,ENSG00000126822.18,0.3328630449573381,0.23258281056406976
91,ENSG00000070182.21,-0.09053863168487941,-0.046324905888118995
92,ENSG00000087299.12,-0.2627005745557511,-0.2395047169669906
93,ENSG00000125375.18,-0.2548086802566766,-0.2279514747748302
94,ENSG00000100490.10,-0.12424646251655891,-0.19152373216659047
95,ENSG00000139970.18,0.6039924604117405,0.16493577476042037
96,ENSG00000140092.16,0.2119019739113791,0.26690494434970935
97,ENSG00000075711.21,-0.11046825064614596,-0.19777205642501922
98,ENSG00000100814.19,-0.2303865614682099,-0.25895677547763835
99,ENSG00000129484.14,0.6189469086370104,0.6472996804732792
100,ENSG00000129566.13,-0.16325387474739123,-0.2241303582026385
101,ENSG00000007047.16,0.09578161157269482,0.10067475410646631
102,ENSG00000104879.5,-0.16280878396140597,0.04835105685533192
103,ENSG00000104892.17,0.14049073586926242,0.08988861618815525
104,ENSG00000104884.17,-0.1980063296629787,-0.10236315875871455
105,ENSG00000169575.5,-0.39236981560246187,-0.3256288554196229
106,ENSG00000167414.5,-0.11963032528870132,-0.11495760768030955
107,ENSG00000197380.11,0.8648152612187472,0.6481100014495298
108,ENSG00000105287.13,-0.17061000236527962,-0.19470126459152243
109,ENSG00000090372.15,-0.16051483804281647,-0.16882785743552803
110,ENSG00000181027.11,-0.24996432635779903,-0.23535212744511386
111,ENSG00000268696.3,0.9757500746246439,1.076891574490337
112,ENSG00000197841.15,0.30123633336459443,0.16857963520047597
113,ENSG00000153896.19,-0.17677645291734062,-0.2713260861604976
114,ENSG00000183032.12,-0.0004519443053884742,-0.07754375092866866
115,ENSG00000151338.21,-0.17402627707997093,-0.22926586307316393
116,ENSG00000169397.4,-0.3897434819624567,-0.2861952020619867
117,ENSG00000169385.3,-0.37607230626788574,-0.2521610028085133
118,ENSG00000165792.18,-0.2916043289358542,-0.27887926140957187
119,ENSG00000100714.18,-0.10753813327166173,-0.22943680596791516
120,ENSG00000213892.12,-0.338447515140884,-0.2426556188760381
121,ENSG00000069399.15,-0.056629977872834136,0.08234385142589884
122,ENSG00000142273.13,0.16969496127493672,-0.0016848964522467313
123,ENSG00000011422.12,-0.08888847532773098,-0.2203131362485471
124,ENSG00000124449.7,-0.33367337552965176,-0.28990136857519644
125,ENSG00000105771.14,0.43792083823418515,0.39430978986166054
126,ENSG00000183484.12,-0.22873499891449467,-0.17061046239397176
127,ENSG00000184916.9,0.06779753476573047,0.15841591185577375
128,ENSG00000183828.15,-0.07313803166378036,-0.1342513288530996
129,ENSG00000129535.13,-0.22135792078829175,-0.2346110622628868
130,ENSG00000100889.12,-0.1617143750208639,-0.05045423598027493
131,ENSG00000100897.18,-0.2834220526408095,-0.3098384862245889
132,ENSG00000259371.2,-0.16293367787337204,-0.09591841859834649
133,ENSG00000139914.7,-0.32140408948894506,-0.2594748186448076
134,ENSG00000092010.15,0.5391799932883958,0.3100130950294175
135,ENSG00000100908.14,-0.20677792607336326,-0.2420997564766778
136,ENSG00000100911.16,-0.10554843388566593,-0.22987442170108968
137,ENSG00000092098.18,-0.15309584709424906,-0.26038665017951995
138,ENSG00000259529.2,-0.25797169837913164,-0.275822308941016
139,ENSG00000213928.10,-0.12469864927461849,-0.06330003981216836
140,ENSG00000100918.14,1.2335237417232001,-0.01584879565795544
141,ENSG00000196497.17,-0.0855395389289893,-0.1632748946240164
142,ENSG00000259522.3,-0.24271160798680436,-0.19692714871849587
143,ENSG00000100926.15,0.05030244322700639,0.053295859305418136
144,ENSG00000139908.15,-0.2430546417682371,-0.1886224169840085
145,ENSG00000213231.13,-0.29690129159227874,-0.24256711203205017
146,ENSG00000100721.11,1.1800908864759385,1.3236815969042128
147,ENSG00000187116.14,-0.32342032312772817,-0.18754201719419245
