,ENSG,N/A,adipose,bladder,brain,cervix,intestine,esophagus,heart,kidney,liver,lung,ovary,placenta,prostate,muscle,spleen,male rep.,thymus,thyroid,eye,lymph,immune cell,bone,pharynx,breast,endothelium,umbilical,skin,connective tissue,epithelium,pancreas,blood vessel,blood,uterus,bile duct,stomach,cartilage,ear,tongue,endocrine,pituitary,appendix,vagina
0,ENSG00000102243.13,-0.23193495446791934,-0.2794844506260209,0.1891001821058107,-0.313311117254794,0.11998230418559064,0.10093596579166333,0.7890446250727836,-0.21371873658770307,-0.22250333350230117,-0.22152541522558122,-0.12464743675859224,-0.3045607808969958,0.2566951934394246,-0.00015093016242476165,-0.2516808480834897,-0.2877282195567029,-0.1338753878401972,0.38124496207640124,0.320581446843626,-0.28747490561086375,-0.19906482125711225,-0.2864620358603117,-0.2744760476129424,0.3527953368703517,0.26959148915191905,-0.28071708370759946,-0.28118437412647185,-0.17653890446463721,-0.27952093636858094,-0.11643063062688158,-0.1534616936283294,-0.15716508524798928,-0.2658629534211193,0.3577797523376376,-0.35390040317542876,0.5178796063764772,-0.21986492118411535,0.2878558200750473,1.657796126547908,-0.28778227963482406,-0.12868114219430998,-0.01906937894351618,-0.07967673075006837
1,ENSG00000102245.9,-0.3251063302622545,-0.27170055404950283,-0.12718848565461105,-0.20268515837020223,-0.3539632066141297,-0.29293288637728554,0.06954307945154495,-0.15066743140273964,-0.29666765019937985,-0.2507509060725406,-0.3241730610739098,-0.2634766881963414,-0.3299711381395155,-0.3558437935489682,-0.1683661175093307,0.41379030956223095,-0.09608874913917859,1.1910135886258877,-0.25217998852716517,-0.2786163325495203,0.059261861117252373,0.09126530151755294,-0.2525915444024297,-0.10654394209091617,-0.311763929944629,-0.23635921279897543,-0.2494640324068984,-0.2704124278320386,-0.25074721029180336,-0.2950063365077614,-0.28578243662929104,-0.18911469619695603,0.6275024956231714,-0.33595643392315544,-0.2728539281008971,-0.34811891831397834,-0.20237706883495363,-0.36962606350874017,0.11208421049102857,-0.3253165496297339,-0.3045999049644569,1.094468249119501,-0.3417627388700374
2,ENSG00000135387.21,-0.16018306875786315,-0.12932178048503262,-0.15319224564015957,-0.1788600540352166,-0.22537139981263757,-0.1365322249678028,-0.27673364137181655,-0.23153419960881017,-0.15592358707730325,-0.24588747774473324,-0.20224976754936047,-0.17269596989309072,-0.13014627627312958,-0.15657383980953354,-0.11873597075890599,-0.11615750956403287,-0.1566901552078278,-0.0891200560465476,-0.1311716043247703,-0.21630218542546897,-0.11646875849367722,-0.1922770521489743,-0.12029848554889126,-0.17029155181703626,-0.15085809831545793,-0.11491886480890717,-0.12191453797599072,-0.1228886019048937,-0.11658384691750737,-0.1645908279437437,-0.3012231216712835,-0.2460050478754409,-0.20344266987812448,-0.17562274409253295,-0.14474241400232601,-0.12064307167651384,-0.10143142632675733,-0.30048095818045684,-0.16208972309067682,-0.21232921624798806,-0.1908974627209909,-0.24833155002051166,-0.44300520410070093
3,ENSG00000135372.10,-0.18982347561536514,-0.22008015341071113,-0.2712894396201685,-0.2532783506566151,-0.18479580939091145,-0.18808677580894792,-0.21333227124214035,-0.27810679563193696,-0.22969438327549774,-0.21974621183322998,-0.20354395489617427,-0.18460192971498612,-0.24495213491289936,-0.18997010951165438,-0.25953358683357525,-0.1731811882900498,-0.2503587356654593,-0.21216094167829364,-0.17883633330068202,-0.27153761565674717,-0.2090113340387817,-0.216773210082608,-0.1698661781350514,-0.2105554427160683,-0.15685931366773892,-0.27070094402965467,-0.33072136684771025,-0.2110474672384382,-0.22946582333259052,-0.25426210575516905,-0.03459543373598456,-0.27272513018604816,-0.24296203258601057,-0.2651401102647704,-0.041771147415280874,-0.2899851903621564,-0.26735036176122506,-0.1408646079290946,-0.31529686474794777,-0.27631574915161006,-0.2837057018134819,-0.2856610680151862,-0.13745724966244938
4,ENSG00000105397.15,0.03546635325860162,0.03227654412703612,0.1750577547471738,0.19907205416830592,-0.026198089095822774,0.07402729093123259,-0.06379760752248556,0.26600557837528105,0.08313080727831473,0.0951450962741629,-0.05542816705696196,0.14015709971997314,0.038800936617077786,0.09146369675690905,0.11646223591047028,0.16153388676713054,0.09730691169157885,0.0999154591425288,0.12281527469504847,0.07531985678636988,0.06297018515666836,0.2185547156210705,0.028384094382481767,-0.018272902862072005,0.0160991974545846,-0.04137754635251051,-0.08385380213350424,0.04835148844316095,0.008176117835811042,-0.07845869217936108,0.09374445052415492,0.18346793754845167,0.22237320172349195,0.12674801134141758,0.0360054583393527,0.1485974374642252,0.11799893473189432,0.10334303909272163,0.3781368422806266,0.04140202898474951,0.554690552503112,0.33652919053612923,0.25480495573988377
5,ENSG00000105401.9,-0.12473951077977558,-0.2552220006232429,-0.026232447964818106,-0.14703841278045857,-0.12694776175215444,-0.030210936117259918,-0.17809817006804585,-0.2442762199642871,-0.2288250260833245,-0.21917166964984236,-0.19364261314779346,-0.22752547925600763,-0.25056789592842293,-0.15724720307358553,-0.23891866018598987,-0.24138789536585842,-0.19679682062916953,-0.14876731537554183,-0.16181397066171405,-0.26860717807965867,-0.1644361422373462,-0.15910061624378308,-0.15989532405173043,-0.2057909082880851,-0.14096176746154154,-0.2869093738029465,-0.21086312982292504,-0.1834493636066865,-0.2088470328844096,-0.16940777378579963,-0.05474120006817207,-0.20614697551708122,-0.22885478656622318,-0.034908391119269244,-0.13766530162512391,-0.04456395577635611,-0.042177554224508085,-0.10024875623832624,-0.06725801556077249,-0.07081434445174214,-0.2708296028037147,0.029705381949866272,0.10385896972183867
6,ENSG00000065989.16,0.11188682709431721,-0.008661587866295561,-0.17459162842024722,0.12824513763819706,0.23891060262768674,-0.18239358973113134,0.4022337867375822,-0.05507157853314382,0.14353838703983363,-0.045313913093826375,0.06281178779932767,0.158632076813713,0.14232741855468173,-0.007573701281481743,0.038928551045312176,-0.1773047072238333,0.03141242723754212,0.15410413195081507,-0.11248481486340636,0.07062153629736811,-0.13507946179219651,0.017924801129741902,0.15968767524775238,0.015523532417135777,0.38751485969260246,-0.04373859557761195,0.19449811144262535,0.18225811244202517,-0.0067711981765042895,0.08130242603499505,0.5593573471245731,-0.07620402294576772,0.19426199684788403,-0.07953986653305428,0.5468654110208377,-0.25276607625035225,0.06239316293838529,0.4125874975517482,-0.2188681259031831,0.0866030259523154,-0.23773726063333703,0.11527690033644294,-0.4069881012947886
7,ENSG00000290292.10,-0.1456512808957517,-0.1336254267494879,-0.21760977869540596,-0.2262923656684972,-0.15394008182622154,-0.19640947521622995,-0.2251165983039624,-0.04927033369876149,-0.21059636781015018,-0.16760506491606342,-0.20589186373107837,-0.17276430681219984,-0.13235445690365233,-0.13703546884210396,-0.15728464364526293,-0.2412068509237656,0.14951333168738618,-0.12867688998129462,-0.2762410572395607,-0.2932003611138096,-0.22627243278707862,-0.15071649814794416,-0.12021562116696685,-0.20785094411175953,-0.23640742965720546,-0.2590094080258689,-0.15970486506414527,-0.1779429115614667,-0.1209732313129685,-0.2172781647645321,-0.1819619247748379,-0.3043643494995639,-0.0671847856935841,-0.1764655237122676,-0.10489798724322669,-0.16044202385470802,-0.14457319234658556,-0.21979591461659753,-0.3735248942214744,-0.18369430140544502,-0.2971866450159585,-0.33197291343791074,-0.05127831580477926
8,ENSG00000235194.9,-0.18781100134109313,-0.19769994450367123,-0.07269596838768042,-0.14458148879683086,-0.237946306358267,-0.17741421032558777,-0.13808840336643471,-0.24548057196902603,-0.19229738501255336,-0.2533990462986395,-0.16407323618379,-0.2808552788508256,-0.20094453565115436,-0.2251439277810165,-0.19918798826395673,-0.04280111465242198,-0.107774542022543,-0.03827222533799679,-0.2263549283279459,-0.15062017970185143,-0.066511759917803,-0.1552913643465117,-0.25576192673288733,-0.19016417452488565,-0.28322448622917973,-0.20172373509623695,-0.16255279518405755,-0.21060258228471976,-0.18938271975356052,-0.18013282100000455,-0.06580476543144104,-0.1646544727760489,-0.15591654701368537,-0.20089500158567666,-0.25959045068669295,-0.011933014272301867,-0.23741295415867247,-0.20187480158796434,-0.04080283386116346,-0.01133166672465366,-0.18999731181305918,-0.2157711260924414,0.02621168300595078
9,ENSG00000129473.11,0.1471209739697987,0.20829232922881752,0.10824518919745854,-0.11544155788628155,0.049398692635203384,-0.008229249006875744,-0.17401059189420112,0.15440442871626936,0.3081673468231715,0.18765708709552903,0.13567383103710018,0.17663078957953926,0.2788399724870231,0.04089840980798248,0.3066897987420033,0.13157207366629775,0.051320908250457486,0.17624556865773677,0.06836537545194032,0.47081832034353976,-0.035309866763379966,-0.1148213192776705,0.13812131917940476,-0.13234602941165585,0.073488366946667,0.3324655012156973,0.4271046621721874,0.18484880591602326,0.3547926328181777,0.14976191832974822,0.4842414651977882,0.142503277950382,-0.14443625637711016,0.33159401492104057,0.1480535497325604,0.26460410133671697,0.3903419118203115,0.18768733455989592,-0.21769029159368147,0.011377958366536794,0.09162085450192001,-0.008509759078690893,0.17529120605874693
